S. No.,Date,Region,Confirmed Cases,Cured/Discharged,Death
5288,23-08-2021,Dadra and Nagar Haveli and Daman and Diu,10659,10651,4
5289,24-08-2021,Dadra and Nagar Haveli and Daman and Diu,10659,10651,4
5290,25-08-2021,Dadra and Nagar Haveli and Daman and Diu,10659,10651,4
5291,26-08-2021,Dadra and Nagar Haveli and Daman and Diu,10660,10652,4
5292,27-08-2021,Dadra and Nagar Haveli and Daman and Diu,10663,10653,4
5293,28-08-2021,Dadra and Nagar Haveli and Daman and Diu,10663,10653,4
5294,29-08-2021,Dadra and Nagar Haveli and Daman and Diu,10663,10653,4
5295,30-08-2021,Dadra and Nagar Haveli and Daman and Diu,10663,10653,4
5296,31-08-2021,Dadra and Nagar Haveli and Daman and Diu,10663,10653,4
5297,01-09-2021,Dadra and Nagar Haveli and Daman and Diu,10663,10655,4
5298,02-09-2021,Dadra and Nagar Haveli and Daman and Diu,10663,10655,4
5299,03-09-2021,Dadra and Nagar Haveli and Daman and Diu,10663,10655,4
5300,04-09-2021,Dadra and Nagar Haveli and Daman and Diu,10665,10655,4
5301,05-09-2021,Dadra and Nagar Haveli and Daman and Diu,10665,10656,4
5302,06-09-2021,Dadra and Nagar Haveli and Daman and Diu,10665,10659,4
5303,07-09-2021,Dadra and Nagar Haveli and Daman and Diu,10669,10659,4
5304,08-09-2021,Dadra and Nagar Haveli and Daman and Diu,10665,10659,4
5305,09-09-2021,Dadra and Nagar Haveli and Daman and Diu,10669,10659,4
5306,10-09-2021,Dadra and Nagar Haveli and Daman and Diu,10669,10659,4
5307,11-09-2021,Dadra and Nagar Haveli and Daman and Diu,10669,10659,4
5308,12-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10659,4
5309,13-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10660,4
5310,14-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10661,4
5311,15-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10661,4
5312,16-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10661,4
5313,18-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10661,4
5314,19-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10665,4
5315,20-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10665,4
5316,21-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5317,22-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5318,23-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5319,24-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5320,25-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5321,26-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5322,27-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5323,28-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5324,29-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5325,30-09-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5326,01-10-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5327,02-10-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5328,03-10-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5329,04-10-2021,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4
5330,05-10-2021,Dadra and Nagar Haveli and Daman and Diu,10672,10666,4
5331,06-10-2021,Dadra and Nagar Haveli and Daman and Diu,10672,10666,4
5332,07-10-2021,Dadra and Nagar Haveli and Daman and Diu,10672,10666,4
5333,08-10-2021,Dadra and Nagar Haveli and Daman and Diu,10672,10666,4
5334,09-10-2021,Dadra and Nagar Haveli and Daman and Diu,10672,10666,4
5335,10-10-2021,Dadra and Nagar Haveli and Daman and Diu,10672,10666,4
5336,11-10-2021,Dadra and Nagar Haveli and Daman and Diu,10672,10666,4
5337,12-10-2021,Dadra and Nagar Haveli and Daman and Diu,10674,10666,4
5338,13-10-2021,Dadra and Nagar Haveli and Daman and Diu,10675,10666,4
5339,14-10-2021,Dadra and Nagar Haveli and Daman and Diu,10675,10667,4
5340,15-10-2021,Dadra and Nagar Haveli and Daman and Diu,10675,10668,4
5341,16-10-2021,Dadra and Nagar Haveli and Daman and Diu,10675,10668,4
5342,17-10-2021,Dadra and Nagar Haveli and Daman and Diu,10675,10668,4
5343,18-10-2021,Dadra and Nagar Haveli and Daman and Diu,10676,10668,4
5344,19-10-2021,Dadra and Nagar Haveli and Daman and Diu,10676,10668,4
5345,20-10-2021,Dadra and Nagar Haveli and Daman and Diu,10676,10668,4
5346,21-10-2021,Dadra and Nagar Haveli and Daman and Diu,10676,10670,4
5347,22-10-2021,Dadra and Nagar Haveli and Daman and Diu,10678,10670,4
5348,23-10-2021,Dadra and Nagar Haveli and Daman and Diu,10679,10671,4
5349,24-10-2021,Dadra and Nagar Haveli and Daman and Diu,10679,10671,4
5350,25-10-2021,Dadra and Nagar Haveli and Daman and Diu,10679,10671,4
5351,26-10-2021,Dadra and Nagar Haveli and Daman and Diu,10681,10671,4
5352,27-10-2021,Dadra and Nagar Haveli and Daman and Diu,10681,10671,4
5353,28-10-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10672,4
5354,29-10-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10672,4
5355,30-10-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10672,4
5356,31-10-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10672,4
5357,01-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10674,4
5358,02-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10675,4
5359,04-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10675,4
5360,05-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10677,4
5361,06-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5362,07-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5363,08-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5364,09-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5365,10-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5366,11-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5367,12-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5368,14-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5369,15-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5370,16-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5371,17-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5372,18-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5373,19-11-2021,Dadra and Nagar Haveli and Daman and Diu,10678,10678,4
5374,20-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5375,22-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5376,23-11-2021,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4
5377,24-11-2021,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4
5378,25-11-2021,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4
5379,26-11-2021,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4
5380,27-11-2021,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4
5381,28-11-2021,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4
5382,29-11-2021,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4
5383,30-11-2021,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4
5384,01-12-2021,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4
5385,02-12-2021,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4
5386,01-01-1970,Delhi,1439788,1414363,25091
5387,12-03-2020,Delhi,6,0,0
5388,13-03-2020,Delhi,6,0,0
5389,14-03-2020,Delhi,7,1,1
5390,15-03-2020,Delhi,7,2,1
5391,16-03-2020,Delhi,7,2,1
5392,17-03-2020,Delhi,8,2,1
5393,18-03-2020,Delhi,10,2,1
5394,19-03-2020,Delhi,12,2,1
5395,20-03-2020,Delhi,17,3,1
5396,21-03-2020,Delhi,26,5,1
5397,22-03-2020,Delhi,29,5,1
5398,23-03-2020,Delhi,29,5,1
5399,24-03-2020,Delhi,31,6,1
5400,25-03-2020,Delhi,30,6,2
5401,26-03-2020,Delhi,35,6,1
5402,27-03-2020,Delhi,36,6,1
5403,28-03-2020,Delhi,39,6,1
5404,29-03-2020,Delhi,39,6,2
5405,30-03-2020,Delhi,53,6,2
5406,31-03-2020,Delhi,97,6,2
5407,01-04-2020,Delhi,120,6,2
5408,02-04-2020,Delhi,152,6,2
5409,03-04-2020,Delhi,219,8,4
5410,04-04-2020,Delhi,386,8,6
5411,05-04-2020,Delhi,445,15,6
5412,06-04-2020,Delhi,503,18,7
5413,07-04-2020,Delhi,523,19,7
5414,08-04-2020,Delhi,576,21,9
5415,09-04-2020,Delhi,669,21,9
5416,10-04-2020,Delhi,720,25,12
5417,11-04-2020,Delhi,903,25,13
5418,12-04-2020,Delhi,1069,25,19
5419,13-04-2020,Delhi,1154,27,24
5420,14-04-2020,Delhi,1510,30,28
5421,15-04-2020,Delhi,1561,30,30
5422,16-04-2020,Delhi,1578,40,32
5423,17-04-2020,Delhi,1640,51,38
5424,18-04-2020,Delhi,1707,72,42
5425,19-04-2020,Delhi,1893,72,42
5426,20-04-2020,Delhi,2003,72,45
5427,21-04-2020,Delhi,2081,431,47
5428,22-04-2020,Delhi,2156,611,47
5429,23-04-2020,Delhi,2248,724,48
5430,24-04-2020,Delhi,2376,808,50
5431,25-04-2020,Delhi,2514,857,53
5432,26-04-2020,Delhi,2625,869,54
5433,27-04-2020,Delhi,2918,877,54
5434,28-04-2020,Delhi,3108,877,54
5435,29-04-2020,Delhi,3314,1078,54
5436,30-04-2020,Delhi,3439,1092,56
5437,01-05-2020,Delhi,3515,1094,59
5438,02-05-2020,Delhi,3738,1167,61
5439,03-05-2020,Delhi,4122,1256,64
5440,04-05-2020,Delhi,4549,1362,64
5441,05-05-2020,Delhi,4898,1431,64
5442,06-05-2020,Delhi,5104,1468,64
5443,07-05-2020,Delhi,5532,1542,65
5444,08-05-2020,Delhi,5980,1931,66
5445,09-05-2020,Delhi,6318,2020,68
5446,10-05-2020,Delhi,6542,2020,73
5447,11-05-2020,Delhi,6923,2069,73
5448,12-05-2020,Delhi,7233,2129,73
5449,13-05-2020,Delhi,7639,2512,86
5450,14-05-2020,Delhi,7998,2858,106
5451,15-05-2020,Delhi,8470,3045,115
5452,16-05-2020,Delhi,8895,3518,123
5453,17-05-2020,Delhi,9333,3926,129
5454,18-05-2020,Delhi,10054,4485,160
5455,19-05-2020,Delhi,10054,4485,168
5456,20-05-2020,Delhi,10554,4750,168
5457,21-05-2020,Delhi,11088,5192,176
5458,22-05-2020,Delhi,11659,5567,194
5459,23-05-2020,Delhi,12319,5897,208
5460,24-05-2020,Delhi,12910,6267,231
5461,25-05-2020,Delhi,13418,6540,261
5462,26-05-2020,Delhi,14053,6771,276
5463,27-05-2020,Delhi,14465,7223,288
5464,28-05-2020,Delhi,15257,7264,303
5465,29-05-2020,Delhi,16281,7495,316
5466,30-05-2020,Delhi,17386,7846,398
5467,31-05-2020,Delhi,18549,8075,416
5468,01-06-2020,Delhi,19844,8478,473
5469,02-06-2020,Delhi,20834,8746,523
5470,03-06-2020,Delhi,22132,9243,556
5471,04-06-2020,Delhi,23645,9542,606
5472,05-06-2020,Delhi,25004,9898,650
5473,06-06-2020,Delhi,26334,10315,708
5474,07-06-2020,Delhi,27654,10664,761
5475,08-06-2020,Delhi,27654,10664,761
5476,09-06-2020,Delhi,29943,11357,874
5477,10-06-2020,Delhi,31309,11861,905
5478,11-06-2020,Delhi,32810,12245,984
5479,12-06-2020,Delhi,34687,12731,1085
5480,13-06-2020,Delhi,36824,13398,1214
5481,14-06-2020,Delhi,38958,14945,1271
5482,15-06-2020,Delhi,41182,15823,1327
5483,16-06-2020,Delhi,42829,16427,1400
5484,17-06-2020,Delhi,44688,16500,1837
5485,18-06-2020,Delhi,47102,17457,1904
5486,19-06-2020,Delhi,49979,21341,1969
5487,20-06-2020,Delhi,53116,23569,2035
5488,21-06-2020,Delhi,56746,31294,2112
5489,22-06-2020,Delhi,59746,33013,2175
5490,23-06-2020,Delhi,62655,36602,2233
5491,24-06-2020,Delhi,66602,39313,2301
5492,25-06-2020,Delhi,70390,41437,2365
5493,26-06-2020,Delhi,73780,44765,2429
5494,27-06-2020,Delhi,77240,47091,2492
5495,28-06-2020,Delhi,80188,49301,2558
5496,29-06-2020,Delhi,83077,52607,2623
5497,30-06-2020,Delhi,85161,56235,2680
5498,01-07-2020,Delhi,87360,58348,2742
5499,02-07-2020,Delhi,89802,59992,2803
5500,03-07-2020,Delhi,92175,63007,2864
5501,04-07-2020,Delhi,94695,65624,2923
5502,05-07-2020,Delhi,97200,68256,3004
5503,06-07-2020,Delhi,99444,71339,3067
5504,07-07-2020,Delhi,100823,72088,3115
5505,08-07-2020,Delhi,102831,74217,3165
5506,09-07-2020,Delhi,104864,78199,3213
5507,10-07-2020,Delhi,107051,82226,3258
5508,11-07-2020,Delhi,109140,84694,3300
5509,12-07-2020,Delhi,110921,87692,3334
5510,13-07-2020,Delhi,112494,89968,3371
5511,14-07-2020,Delhi,113740,91312,3411
5512,15-07-2020,Delhi,115346,93236,3446
5513,16-07-2020,Delhi,116993,95699,3487
5514,17-07-2020,Delhi,118645,97693,3545
5515,18-07-2020,Delhi,120107,99301,3571
5516,19-07-2020,Delhi,121582,101274,3597
5517,20-07-2020,Delhi,122793,103134,3628
5518,21-07-2020,Delhi,123747,104918,3663
5519,22-07-2020,Delhi,125096,106118,3690
5520,23-07-2020,Delhi,126323,107650,3719
5521,24-07-2020,Delhi,127364,109065,3745
5522,25-07-2020,Delhi,128389,110931,3777
5523,26-07-2020,Delhi,129531,113068,3806
5524,27-07-2020,Delhi,130606,114875,3827
5525,28-07-2020,Delhi,131219,116372,3853
5526,29-07-2020,Delhi,132275,117507,3881
5527,30-07-2020,Delhi,133310,118633,3907
5528,31-07-2020,Delhi,134403,119724,3936
5529,01-08-2020,Delhi,135598,120930,3963
5530,02-08-2020,Delhi,136716,122131,3989
5531,03-08-2020,Delhi,137677,123317,4004
5532,04-08-2020,Delhi,138482,124254,4021
5533,05-08-2020,Delhi,139156,125226,4033
5534,06-08-2020,Delhi,140232,126116,4044
5535,07-08-2020,Delhi,141531,127124,4059
5536,08-08-2020,Delhi,142723,128232,4082
5537,09-08-2020,Delhi,144127,129362,4098
5538,10-08-2020,Delhi,145427,130587,4111
5539,11-08-2020,Delhi,146134,131657,4131
5540,12-08-2020,Delhi,147391,132384,4139
5541,13-08-2020,Delhi,148504,133405,4153
5542,14-08-2020,Delhi,149460,134318,4167
5543,15-08-2020,Delhi,150652,135108,4178
5544,16-08-2020,Delhi,151928,136251,4188
5545,17-08-2020,Delhi,152580,137561,4196
5546,18-08-2020,Delhi,153367,138301,4214
5547,19-08-2020,Delhi,154741,139447,4226
5548,20-08-2020,Delhi,156139,140767,4235
5549,21-08-2020,Delhi,157354,141826,4257
5550,22-08-2020,Delhi,158604,142908,4270
5551,23-08-2020,Delhi,160016,144138,4284
5552,24-08-2020,Delhi,161466,145388,4300
5553,25-08-2020,Delhi,162527,146588,4313
5554,26-08-2020,Delhi,164071,147743,4330
5555,27-08-2020,Delhi,165764,148897,4347
5556,28-08-2020,Delhi,167604,150027,4369
5557,29-08-2020,Delhi,169412,151473,4389
5558,30-08-2020,Delhi,171366,152922,4404
5559,31-08-2020,Delhi,173390,154171,4426
5560,01-09-2020,Delhi,174748,155678,4444
5561,02-09-2020,Delhi,177060,156728,4462
5562,03-09-2020,Delhi,179569,158586,4481
5563,04-09-2020,Delhi,182306,160114,4500
5564,05-09-2020,Delhi,185220,161865,4513
5565,06-09-2020,Delhi,188193,163785,4538
5566,07-09-2020,Delhi,191449,165973,4567
5567,08-09-2020,Delhi,193526,168384,4599
5568,09-09-2020,Delhi,197135,170140,4618
5569,10-09-2020,Delhi,201174,172763,4638
5570,11-09-2020,Delhi,205482,175400,4666
5571,12-09-2020,Delhi,209748,178154,4687
5572,13-09-2020,Delhi,214069,181295,4715
5573,14-09-2020,Delhi,218304,184748,4744
5574,15-09-2020,Delhi,221533,188122,4770
5575,16-09-2020,Delhi,225796,191203,4806
5576,17-09-2020,Delhi,230269,194516,4839
5577,18-09-2020,Delhi,234701,198103,4877
5578,19-09-2020,Delhi,238828,201671,4907
5579,20-09-2020,Delhi,242899,205890,4945
5580,21-09-2020,Delhi,246711,209632,4982
5581,22-09-2020,Delhi,249259,213304,5014
5582,23-09-2020,Delhi,253075,216401,5051
5583,24-09-2020,Delhi,256789,220866,5087
5584,25-09-2020,Delhi,260623,224375,5123
5585,26-09-2020,Delhi,264450,228436,5147
5586,27-09-2020,Delhi,267822,232912,5193
5587,28-09-2020,Delhi,271114,236651,5235
5588,29-09-2020,Delhi,273098,240703,5272
5589,30-09-2020,Delhi,276325,243481,5320
5590,01-10-2020,Delhi,279715,247446,5361
5591,02-10-2020,Delhi,282752,250613,5401
5592,03-10-2020,Delhi,285672,253784,5438
5593,04-10-2020,Delhi,287930,257224,5472
5594,05-10-2020,Delhi,290613,260350,5510
5595,06-10-2020,Delhi,292560,263938,5542
5596,07-10-2020,Delhi,295236,266935,5581
5597,08-10-2020,Delhi,298107,270305,5616
5598,09-10-2020,Delhi,300833,272948,5653
5599,10-10-2020,Delhi,303693,276046,5692
5600,11-10-2020,Delhi,306559,278812,5740
5601,12-10-2020,Delhi,309339,281869,5769
5602,13-10-2020,Delhi,311188,284844,5809
5603,14-10-2020,Delhi,314224,286880,5854
5604,15-10-2020,Delhi,317548,289747,5898
5605,16-10-2020,Delhi,321031,292502,5924
5606,17-10-2020,Delhi,324459,295699,5946
5607,18-10-2020,Delhi,327718,298853,5981
5608,19-10-2020,Delhi,331017,301716,6009
5609,20-10-2020,Delhi,333171,304561,6040
5610,21-10-2020,Delhi,336750,306747,6081
5611,22-10-2020,Delhi,340436,310191,6128
5612,23-10-2020,Delhi,344318,312918,6163
5613,24-10-2020,Delhi,348404,316214,6189
5614,25-10-2020,Delhi,352520,319828,6225
5615,26-10-2020,Delhi,356656,323654,6258
5616,27-10-2020,Delhi,359488,327390,6312
5617,28-10-2020,Delhi,364341,330112,6356
5618,29-10-2020,Delhi,370014,334240,6396
5619,30-10-2020,Delhi,375753,338378,6423
5620,31-10-2020,Delhi,381644,342811,6470
5621,01-11-2020,Delhi,386706,347476,6511
5622,02-11-2020,Delhi,392370,351635,6562
5623,03-11-2020,Delhi,396371,356459,6604
5624,04-11-2020,Delhi,403096,360069,6652
5625,05-11-2020,Delhi,409938,365866,6703
5626,06-11-2020,Delhi,416653,371155,6769
5627,07-11-2020,Delhi,423831,377276,6833
5628,08-11-2020,Delhi,430784,383614,6912
5629,09-11-2020,Delhi,438529,389683,6989
5630,10-11-2020,Delhi,443552,396697,7060
5631,11-11-2020,Delhi,451382,402854,7143
5632,12-11-2020,Delhi,459975,410118,7228
5633,13-11-2020,Delhi,467028,416580,7332
5634,14-11-2020,Delhi,474830,423078,7423
5635,15-11-2020,Delhi,482170,430195,7519
5636,16-11-2020,Delhi,485405,437801,7614
5637,17-11-2020,Delhi,489202,441361,7713
5638,18-11-2020,Delhi,495598,445782,7812
5639,19-11-2020,Delhi,503084,452683,7943
5640,20-11-2020,Delhi,510630,459368,8041
5641,21-11-2020,Delhi,517238,468143,8159
5642,22-11-2020,Delhi,523117,475106,8270
5643,23-11-2020,Delhi,529863,481260,8391
5644,24-11-2020,Delhi,534317,488476,8512
5645,25-11-2020,Delhi,540541,493419,8621
5646,26-11-2020,Delhi,545787,498780,8720
5647,27-11-2020,Delhi,551262,503717,8811
5648,28-11-2020,Delhi,556744,509654,8909
5649,29-11-2020,Delhi,561742,516166,8998
5650,30-11-2020,Delhi,566648,522491,9066
5651,01-12-2020,Delhi,570374,528315,9174
5652,02-12-2020,Delhi,574380,533351,9260
5653,03-12-2020,Delhi,578324,538680,9342
5654,04-12-2020,Delhi,582058,543514,9424
5655,05-12-2020,Delhi,586125,548376,9497
5656,06-12-2020,Delhi,589544,553292,9574
5657,07-12-2020,Delhi,592250,557914,9643
5658,08-12-2020,Delhi,593924,561732,9706
5659,09-12-2020,Delhi,597112,565039,9763
5660,10-12-2020,Delhi,599575,569216,9813
5661,11-12-2020,Delhi,601150,572523,9874
5662,12-12-2020,Delhi,603535,574925,9934
5663,13-12-2020,Delhi,605470,578116,9981
5664,14-12-2020,Delhi,607454,580655,10014
5665,15-12-2020,Delhi,608830,583509,10074
5666,17-12-2020,Delhi,611994,588586,10147
5667,18-12-2020,Delhi,613357,590977,10182
5668,19-12-2020,Delhi,614775,593137,10219
5669,20-12-2020,Delhi,615914,595305,10251
5670,21-12-2020,Delhi,617005,596580,10277
5671,22-12-2020,Delhi,617808,598249,10304
5672,23-12-2020,Delhi,618747,599683,10329
5673,24-12-2020,Delhi,619618,601268,10347
5674,25-12-2020,Delhi,620681,602388,10384
5675,26-12-2020,Delhi,621439,603758,10414
5676,27-12-2020,Delhi,622094,604746,10437
5677,28-12-2020,Delhi,622851,605685,10453
5678,29-12-2020,Delhi,623415,606644,10474
5679,30-12-2020,Delhi,624118,607494,10502
5680,31-12-2020,Delhi,624795,608434,10523
5681,03-01-2021,Delhi,626448,610535,10571
5682,04-01-2021,Delhi,626872,611243,10585
5683,05-01-2021,Delhi,627256,611970,10597
5684,06-01-2021,Delhi,627698,612527,10609
5685,07-01-2021,Delhi,628352,613246,10625
5686,08-01-2021,Delhi,628838,614026,10644
5687,09-01-2021,Delhi,629282,614849,10654
5688,10-01-2021,Delhi,629801,615452,10666
5689,11-01-2021,Delhi,630200,616054,10678
5690,12-01-2021,Delhi,630506,616461,10691
5691,13-01-2021,Delhi,630892,617006,10707
5692,14-01-2021,Delhi,631249,617540,10718
5693,15-01-2021,Delhi,631589,617930,10722
5694,16-01-2021,Delhi,631884,618357,10732
5695,17-01-2021,Delhi,632183,618754,10738
5696,18-01-2021,Delhi,632429,619139,10746
5697,19-01-2021,Delhi,632590,619501,10754
5698,20-01-2021,Delhi,632821,619723,10764
5699,21-01-2021,Delhi,633049,620128,10774
5700,22-01-2021,Delhi,633276,620374,10782
5701,23-01-2021,Delhi,633542,620693,10789
5702,24-01-2021,Delhi,633739,621060,10799
5703,25-01-2021,Delhi,633924,621375,10808
5704,27-01-2021,Delhi,634229,621783,10820
5705,28-01-2021,Delhi,634325,621995,10829
5706,29-01-2021,Delhi,634524,622114,10835
5707,30-01-2021,Delhi,634773,622381,10841
5708,31-01-2021,Delhi,634956,622671,10849
5709,01-02-2021,Delhi,635096,622882,10853
5710,02-02-2021,Delhi,635217,623096,10856
5711,03-02-2021,Delhi,635331,623256,10858
5712,04-02-2021,Delhi,635481,623409,10864
5713,05-02-2021,Delhi,635639,623574,10871
5714,06-02-2021,Delhi,635793,623714,10873
5715,07-02-2021,Delhi,635916,623865,10877
5716,08-02-2021,Delhi,636035,624044,10879
5717,09-02-2021,Delhi,636160,624182,10882
5718,10-02-2021,Delhi,636260,624326,10882
5719,11-02-2021,Delhi,636387,624326,10884
5720,12-02-2021,Delhi,636529,624592,10886
5721,13-02-2021,Delhi,636670,624728,10889
5722,14-02-2021,Delhi,636796,624866,10889
5723,15-02-2021,Delhi,636946,625024,10891
5724,16-02-2021,Delhi,637087,625158,10893
5725,17-02-2021,Delhi,637181,625268,10894
5726,18-02-2021,Delhi,637315,625343,10894
5727,19-02-2021,Delhi,637445,625496,10896
5728,20-02-2021,Delhi,637603,625653,10897
5729,21-02-2021,Delhi,637755,625832,10898
5730,22-02-2021,Delhi,637900,625929,10900
5731,23-02-2021,Delhi,638028,626086,10901
5732,24-02-2021,Delhi,638173,626261,10903
5733,25-02-2021,Delhi,638373,626331,10905
5734,26-02-2021,Delhi,638593,626519,10905
5735,27-02-2021,Delhi,638849,626712,10906
5736,01-03-2021,Delhi,639289,627044,10910
5737,02-03-2021,Delhi,639464,627149,10911
5738,03-03-2021,Delhi,639681,627227,10911
5739,04-03-2021,Delhi,639921,627423,10914
5740,06-03-2021,Delhi,640494,627797,10918
5741,07-03-2021,Delhi,640815,628117,10919
5742,08-03-2021,Delhi,641101,628377,10921
5743,09-03-2021,Delhi,641340,628686,10924
5744,10-03-2021,Delhi,641660,628920,10928
5745,11-03-2021,Delhi,642030,629199,10931
5746,13-03-2021,Delhi,642870,629841,10936
5747,14-03-2021,Delhi,643289,630143,10939
5748,15-03-2021,Delhi,643696,630493,10941
5749,16-03-2021,Delhi,644064,630799,10944
5750,17-03-2021,Delhi,644489,631056,10945
5751,18-03-2021,Delhi,645025,631375,10948
5752,19-03-2021,Delhi,645632,631756,10949
5753,20-03-2021,Delhi,646348,632230,10953
5754,21-03-2021,Delhi,647161,632797,10955
5755,22-03-2021,Delhi,647984,633410,10956
5756,23-03-2021,Delhi,648872,633975,10963
5757,24-03-2021,Delhi,649973,634595,10967
5758,25-03-2021,Delhi,651227,635364,10973
5759,27-03-2021,Delhi,654276,637238,10987
5760,28-03-2021,Delhi,655834,638212,10997
5761,29-03-2021,Delhi,657715,639164,11006
5762,30-03-2021,Delhi,659616,640575,11012
5763,31-03-2021,Delhi,660611,642166,11016
5764,01-04-2021,Delhi,662430,642565,11027
5765,02-04-2021,Delhi,665220,643686,11036
5766,03-04-2021,Delhi,668814,645770,11050
5767,04-04-2021,Delhi,672381,648674,11060
5768,05-04-2021,Delhi,676414,651351,11081
5769,06-04-2021,Delhi,679962,654277,11096
5770,07-04-2021,Delhi,685062,656617,11113
5771,08-04-2021,Delhi,690568,659980,11133
5772,09-04-2021,Delhi,698005,663667,11157
5773,10-04-2021,Delhi,706526,668699,11196
5774,11-04-2021,Delhi,714423,674415,11235
5775,12-04-2021,Delhi,725197,679573,11283
5776,13-04-2021,Delhi,736688,687238,11355
5777,14-04-2021,Delhi,750156,695210,11436
5778,15-04-2021,Delhi,767438,705162,11540
5779,16-04-2021,Delhi,784137,718176,11652
5780,17-04-2021,Delhi,803623,730825,11793
5781,18-04-2021,Delhi,827998,746239,11960
5782,19-04-2021,Delhi,853460,766398,12121
5783,20-04-2021,Delhi,877146,787898,12361
5784,21-04-2021,Delhi,905541,807328,12638
5785,22-04-2021,Delhi,930179,831928,12887
5786,23-04-2021,Delhi,956348,851537,13193
5787,24-04-2021,Delhi,980679,875109,13541
5788,25-04-2021,Delhi,1004782,897804,13898
5789,26-04-2021,Delhi,1027715,918875,14248
5790,27-04-2021,Delhi,1047916,940930,14628
5791,28-04-2021,Delhi,1072065,958792,15009
5792,29-04-2021,Delhi,1098051,979250,15377
5793,30-04-2021,Delhi,1122286,1008537,15772
5794,01-05-2021,Delhi,1149333,1033825,16147
5795,02-05-2021,Delhi,1174552,1061246,16559
5796,03-05-2021,Delhi,1194946,1085690,16966
5797,04-05-2021,Delhi,1212989,1105983,17414
5798,05-05-2021,Delhi,1232942,1124771,17752
5799,06-05-2021,Delhi,1253902,1143980,18063
5800,07-05-2021,Delhi,1273035,1164008,18398
5801,08-05-2021,Delhi,1292867,1183093,18739
5802,09-05-2021,Delhi,1310231,1203253,19071
5803,10-05-2021,Delhi,1323567,1217991,19344
5804,11-05-2021,Delhi,1336218,1231297,19663
5805,12-05-2021,Delhi,1348699,1244880,20010
5806,13-05-2021,Delhi,1361986,1258951,20310
5807,14-05-2021,Delhi,1361986,1258951,20310
5808,15-05-2021,Delhi,1372475,1274140,20618
5809,16-05-2021,Delhi,1387411,1299872,21244
