S. No.,Date,Region,Confirmed Cases,Cured/Discharged,Death
12288,01-03-2021,Madhya Pradesh,261766,255117,3864
12289,02-03-2021,Madhya Pradesh,262102,255336,3865
12290,03-03-2021,Madhya Pradesh,262433,255595,3865
12291,04-03-2021,Madhya Pradesh,262850,255888,3865
12292,06-03-2021,Madhya Pradesh,263747,256424,3866
12293,07-03-2021,Madhya Pradesh,264214,256819,3868
12294,08-03-2021,Madhya Pradesh,264643,257166,3871
12295,09-03-2021,Madhya Pradesh,265070,257560,3872
12296,10-03-2021,Madhya Pradesh,265527,257942,3874
12297,11-03-2021,Madhya Pradesh,266043,258251,3877
12298,13-03-2021,Madhya Pradesh,267176,258958,3883
12299,14-03-2021,Madhya Pradesh,267851,259454,3885
12300,15-03-2021,Madhya Pradesh,268594,259967,3887
12301,16-03-2021,Madhya Pradesh,269391,260477,3890
12302,17-03-2021,Madhya Pradesh,270208,261031,3891
12303,18-03-2021,Madhya Pradesh,271040,261531,3893
12304,19-03-2021,Madhya Pradesh,271957,262031,3894
12305,20-03-2021,Madhya Pradesh,273097,262587,3901
12306,21-03-2021,Madhya Pradesh,274405,263158,3903
12307,22-03-2021,Madhya Pradesh,275727,263821,3906
12308,23-03-2021,Madhya Pradesh,277075,264575,3908
12309,24-03-2021,Madhya Pradesh,278577,265373,3912
12310,25-03-2021,Madhya Pradesh,280289,266323,3919
12311,27-03-2021,Madhya Pradesh,284265,268290,3937
12312,28-03-2021,Madhya Pradesh,286407,269465,3947
12313,29-03-2021,Madhya Pradesh,288683,270540,3958
12314,30-03-2021,Madhya Pradesh,291006,271889,3967
12315,31-03-2021,Madhya Pradesh,293179,273168,3977
12316,01-04-2021,Madhya Pradesh,295511,274429,3986
12317,02-04-2021,Madhya Pradesh,298057,276002,3998
12318,03-04-2021,Madhya Pradesh,300834,277484,4014
12319,04-04-2021,Madhya Pradesh,303673,279275,4029
12320,05-04-2021,Madhya Pradesh,306851,281476,4040
12321,06-04-2021,Madhya Pradesh,310249,283540,4055
12322,07-04-2021,Madhya Pradesh,313971,285743,4073
12323,08-04-2021,Madhya Pradesh,318014,287869,4086
12324,09-04-2021,Madhya Pradesh,322338,290165,4113
12325,10-04-2021,Madhya Pradesh,327220,292598,4136
12326,11-04-2021,Madhya Pradesh,332206,295339,4160
12327,12-04-2021,Madhya Pradesh,338145,298645,4184
12328,13-04-2021,Madhya Pradesh,344634,301762,4221
12329,14-04-2021,Madhya Pradesh,353632,305832,4261
12330,15-04-2021,Madhya Pradesh,363352,309489,4312
12331,16-04-2021,Madhya Pradesh,373518,313459,4365
12332,17-04-2021,Madhya Pradesh,384563,320955,4425
12333,18-04-2021,Madhya Pradesh,395832,327452,4491
12334,19-04-2021,Madhya Pradesh,408080,334947,4557
12335,20-04-2021,Madhya Pradesh,420977,341783,4636
12336,21-04-2021,Madhya Pradesh,433704,350720,4713
12337,22-04-2021,Madhya Pradesh,446811,359755,4788
12338,23-04-2021,Madhya Pradesh,459195,369375,4863
12339,24-04-2021,Madhya Pradesh,472785,380208,4937
12340,25-04-2021,Madhya Pradesh,485703,391299,5041
12341,26-04-2021,Madhya Pradesh,499304,402623,5133
12342,27-04-2021,Madhya Pradesh,511990,414235,5221
12343,28-04-2021,Madhya Pradesh,525407,425812,5319
12344,29-04-2021,Madhya Pradesh,538165,439968,5424
12345,30-04-2021,Madhya Pradesh,550927,453331,5519
12346,01-05-2021,Madhya Pradesh,563327,466915,5616
12347,02-05-2021,Madhya Pradesh,575706,481477,5718
12348,03-05-2021,Madhya Pradesh,588368,495367,5812
12349,04-05-2021,Madhya Pradesh,600430,508775,5905
12350,05-05-2021,Madhya Pradesh,612666,520024,6003
12351,06-05-2021,Madhya Pradesh,624985,529667,6074
12352,07-05-2021,Madhya Pradesh,637406,542632,6160
12353,08-05-2021,Madhya Pradesh,649114,547447,6244
12354,09-05-2021,Madhya Pradesh,660712,551892,6334
12355,10-05-2021,Madhya Pradesh,671763,556430,6420
12356,11-05-2021,Madhya Pradesh,681478,563754,6501
12357,12-05-2021,Madhya Pradesh,691232,573271,6595
12358,13-05-2021,Madhya Pradesh,700202,583595,6679
12359,14-05-2021,Madhya Pradesh,700202,583595,6679
12360,15-05-2021,Madhya Pradesh,708621,593752,6753
12361,16-05-2021,Madhya Pradesh,724279,617396,6913
12362,17-05-2021,Madhya Pradesh,731385,629741,6992
12363,18-05-2021,Madhya Pradesh,737306,641254,7069
12364,19-05-2021,Madhya Pradesh,742718,652612,7139
12365,20-05-2021,Madhya Pradesh,747783,662949,7227
12366,21-05-2021,Madhya Pradesh,752735,672695,7315
12367,22-05-2021,Madhya Pradesh,757119,682100,7394
12368,23-05-2021,Madhya Pradesh,760963,691427,7483
12369,24-05-2021,Madhya Pradesh,764338,699014,7558
12370,25-05-2021,Madhya Pradesh,767274,706003,7618
12371,26-05-2021,Madhya Pradesh,769696,713376,7686
12372,27-05-2021,Madhya Pradesh,771878,720855,7758
12373,28-05-2021,Madhya Pradesh,773855,727700,7828
12374,30-05-2021,Madhya Pradesh,777349,738491,7959
12375,31-05-2021,Madhya Pradesh,778825,743550,8019
12376,01-06-2021,Madhya Pradesh,780030,748573,8067
12377,02-06-2021,Madhya Pradesh,781108,752693,8112
12378,03-06-2021,Madhya Pradesh,782099,756806,8157
12379,04-06-2021,Madhya Pradesh,782945,760552,8207
12380,05-06-2021,Madhya Pradesh,783743,762597,8257
12381,06-06-2021,Madhya Pradesh,784461,764822,8295
12382,07-06-2021,Madhya Pradesh,785196,766756,8337
12383,08-06-2021,Madhya Pradesh,785767,768538,8369
12384,09-06-2021,Madhya Pradesh,786302,769914,8405
12385,10-06-2021,Madhya Pradesh,786755,771243,8441
12386,11-06-2021,Madhya Pradesh,787175,772375,8475
12387,12-06-2021,Madhya Pradesh,787572,773615,8510
12388,13-06-2021,Madhya Pradesh,787909,774600,8534
12389,14-06-2021,Madhya Pradesh,788183,775380,8552
12390,15-06-2021,Madhya Pradesh,788425,775896,8588
12391,16-06-2021,Madhya Pradesh,788649,776424,8615
12392,17-06-2021,Madhya Pradesh,788809,776887,8649
12393,18-06-2021,Madhya Pradesh,788954,777291,8679
12394,19-06-2021,Madhya Pradesh,789064,777630,8707
12395,20-06-2021,Madhya Pradesh,789174,777995,8737
12396,21-06-2021,Madhya Pradesh,789261,778280,8767
12397,22-06-2021,Madhya Pradesh,789350,778584,8786
12398,23-06-2021,Madhya Pradesh,789415,778902,8806
12399,25-06-2021,Madhya Pradesh,789561,779432,8849
12400,26-06-2021,Madhya Pradesh,789611,779630,8871
12401,27-06-2021,Madhya Pradesh,789657,779834,8896
12402,28-06-2021,Madhya Pradesh,789696,779963,8917
12403,29-06-2021,Madhya Pradesh,789733,780101,8936
12404,30-06-2021,Madhya Pradesh,789771,780187,8954
12405,01-07-2021,Madhya Pradesh,789804,780265,8969
12406,02-07-2021,Madhya Pradesh,789844,780330,8981
12407,03-07-2021,Madhya Pradesh,789887,780384,8989
12408,04-07-2021,Madhya Pradesh,789936,780445,9001
12409,05-07-2021,Madhya Pradesh,789983,780495,9009
12410,06-07-2021,Madhya Pradesh,790015,780534,9015
12411,07-07-2021,Madhya Pradesh,790042,780578,9017
12412,08-07-2021,Madhya Pradesh,790070,780610,9019
12413,09-07-2021,Madhya Pradesh,790096,780657,9023
12414,10-07-2021,Madhya Pradesh,790125,780695,9024
12415,11-07-2021,Madhya Pradesh,790152,780735,9025
12416,12-07-2021,Madhya Pradesh,790175,780735,9025
12417,13-07-2021,Madhya Pradesh,790193,780735,10506
12418,14-07-2021,Madhya Pradesh,791583,780796,10508
12419,15-07-2021,Madhya Pradesh,791594,780815,10508
12420,16-07-2021,Madhya Pradesh,791614,780851,10510
12421,17-07-2021,Madhya Pradesh,791629,780884,10510
12422,18-07-2021,Madhya Pradesh,791640,780907,10512
12423,19-07-2021,Madhya Pradesh,791658,780927,10512
12424,21-07-2021,Madhya Pradesh,791689,780987,10512
12425,22-07-2021,Madhya Pradesh,791704,781007,10512
12426,26-07-2021,Madhya Pradesh,791750,781090,10512
12427,27-07-2021,Madhya Pradesh,791756,781104,10512
12428,28-07-2021,Madhya Pradesh,791767,781117,10512
12429,29-07-2021,Madhya Pradesh,791778,781135,10513
12430,30-07-2021,Madhya Pradesh,791796,781153,10513
12431,31-07-2021,Madhya Pradesh,791806,781172,10513
12432,01-08-2021,Madhya Pradesh,791828,781193,10513
12433,02-08-2021,Madhya Pradesh,791845,781207,10513
12434,03-08-2021,Madhya Pradesh,791862,781217,10513
12435,04-08-2021,Madhya Pradesh,791880,781228,10513
12436,05-08-2021,Madhya Pradesh,791908,781240,10513
12437,06-08-2021,Madhya Pradesh,791919,781253,10514
12438,07-08-2021,Madhya Pradesh,791937,781265,10514
12439,08-08-2021,Madhya Pradesh,791950,781280,10514
12440,09-08-2021,Madhya Pradesh,791960,781298,10514
12441,10-08-2021,Madhya Pradesh,791970,781307,10514
12442,11-08-2021,Madhya Pradesh,791980,781330,10514
12443,12-08-2021,Madhya Pradesh,791990,781344,10514
12444,13-08-2021,Madhya Pradesh,791998,781353,10514
12445,14-08-2021,Madhya Pradesh,792007,781390,10514
12446,15-08-2021,Madhya Pradesh,792023,781398,10514
12447,16-08-2021,Madhya Pradesh,792036,781418,10514
12448,17-08-2021,Madhya Pradesh,792043,781434,10515
12449,18-08-2021,Madhya Pradesh,792054,781444,10515
12450,19-08-2021,Madhya Pradesh,792063,781455,10515
12451,20-08-2021,Madhya Pradesh,792081,781471,10515
12452,21-08-2021,Madhya Pradesh,792089,781479,10515
12453,22-08-2021,Madhya Pradesh,792096,781493,10515
12454,23-08-2021,Madhya Pradesh,792101,781499,10516
12455,24-08-2021,Madhya Pradesh,792104,781504,10516
12456,25-08-2021,Madhya Pradesh,792109,781509,10516
12457,26-08-2021,Madhya Pradesh,792114,781519,10516
12458,27-08-2021,Madhya Pradesh,792120,781528,10516
12459,28-08-2021,Madhya Pradesh,792136,781538,10516
12460,29-08-2021,Madhya Pradesh,792143,781548,10516
12461,30-08-2021,Madhya Pradesh,792155,781559,10516
12462,31-08-2021,Madhya Pradesh,792165,781574,10516
12463,01-09-2021,Madhya Pradesh,792175,781580,10516
12464,02-09-2021,Madhya Pradesh,792186,781587,10516
12465,03-09-2021,Madhya Pradesh,792197,781590,10516
12466,04-09-2021,Madhya Pradesh,792215,781598,10516
12467,05-09-2021,Madhya Pradesh,792237,781607,10516
12468,06-09-2021,Madhya Pradesh,792259,781621,10516
12469,07-09-2021,Madhya Pradesh,792297,781644,10516
12470,08-09-2021,Madhya Pradesh,792281,781638,10516
12471,09-09-2021,Madhya Pradesh,792297,781644,10516
12472,10-09-2021,Madhya Pradesh,792311,781664,10517
12473,11-09-2021,Madhya Pradesh,792311,781664,10517
12474,12-09-2021,Madhya Pradesh,792327,781674,10517
12475,13-09-2021,Madhya Pradesh,792341,781686,10517
12476,14-09-2021,Madhya Pradesh,792353,781705,10517
12477,15-09-2021,Madhya Pradesh,792360,781717,10517
12478,16-09-2021,Madhya Pradesh,792367,781726,10517
12479,18-09-2021,Madhya Pradesh,792380,781754,10517
12480,19-09-2021,Madhya Pradesh,792386,781772,10517
12481,20-09-2021,Madhya Pradesh,792394,781781,10517
12482,21-09-2021,Madhya Pradesh,792402,781789,10517
12483,22-09-2021,Madhya Pradesh,792410,781803,10517
12484,23-09-2021,Madhya Pradesh,792422,781815,10517
12485,24-09-2021,Madhya Pradesh,792435,781825,10517
12486,25-09-2021,Madhya Pradesh,792471,781833,10518
12487,26-09-2021,Madhya Pradesh,792487,781852,10518
12488,27-09-2021,Madhya Pradesh,792496,781862,10518
12489,28-09-2021,Madhya Pradesh,792504,781868,10518
12490,29-09-2021,Madhya Pradesh,792511,781875,10520
12491,30-09-2021,Madhya Pradesh,792519,781882,10522
12492,01-10-2021,Madhya Pradesh,792531,781887,10522
12493,02-10-2021,Madhya Pradesh,792542,781896,10522
12494,03-10-2021,Madhya Pradesh,792547,781908,10522
12495,04-10-2021,Madhya Pradesh,792556,781917,10522
12496,05-10-2021,Madhya Pradesh,792570,781925,10522
12497,06-10-2021,Madhya Pradesh,792580,781936,10522
12498,07-10-2021,Madhya Pradesh,792596,781953,10522
12499,08-10-2021,Madhya Pradesh,792600,781964,10522
12500,09-10-2021,Madhya Pradesh,792606,781973,10522
12501,10-10-2021,Madhya Pradesh,792614,781984,10523
12502,11-10-2021,Madhya Pradesh,792621,781995,10523
12503,12-10-2021,Madhya Pradesh,792635,782009,10523
12504,13-10-2021,Madhya Pradesh,792647,782015,10523
12505,14-10-2021,Madhya Pradesh,792657,782024,10523
12506,15-10-2021,Madhya Pradesh,792669,782035,10523
12507,16-10-2021,Madhya Pradesh,792675,782046,10523
12508,17-10-2021,Madhya Pradesh,792679,782060,10523
12509,18-10-2021,Madhya Pradesh,792684,782077,10523
12510,19-10-2021,Madhya Pradesh,792690,782086,10523
12511,20-10-2021,Madhya Pradesh,792700,782098,10523
12512,21-10-2021,Madhya Pradesh,792709,782104,10523
12513,22-10-2021,Madhya Pradesh,792721,782110,10523
12514,23-10-2021,Madhya Pradesh,792729,782126,10523
12515,24-10-2021,Madhya Pradesh,792740,782138,10523
12516,25-10-2021,Madhya Pradesh,792749,782141,10523
12517,26-10-2021,Madhya Pradesh,792757,782150,10523
12518,27-10-2021,Madhya Pradesh,792784,782162,10523
12519,28-10-2021,Madhya Pradesh,792804,782172,10524
12520,29-10-2021,Madhya Pradesh,792823,782184,10524
12521,30-10-2021,Madhya Pradesh,792832,782195,10524
12522,31-10-2021,Madhya Pradesh,792838,782207,10524
12523,01-11-2021,Madhya Pradesh,792854,782215,10524
12524,02-11-2021,Madhya Pradesh,792862,782222,10524
12525,04-11-2021,Madhya Pradesh,792878,782234,10524
12526,05-11-2021,Madhya Pradesh,792888,782250,10524
12527,06-11-2021,Madhya Pradesh,792894,782258,10524
12528,07-11-2021,Madhya Pradesh,792901,782270,10524
12529,08-11-2021,Madhya Pradesh,792907,782283,10524
12530,09-11-2021,Madhya Pradesh,792910,782294,10524
12531,10-11-2021,Madhya Pradesh,792919,782307,10524
12532,11-11-2021,Madhya Pradesh,792924,782319,10524
12533,12-11-2021,Madhya Pradesh,792936,782336,10524
12534,14-11-2021,Madhya Pradesh,792956,782357,10524
12535,15-11-2021,Madhya Pradesh,792969,782366,10524
12536,16-11-2021,Madhya Pradesh,792977,782371,10524
12537,17-11-2021,Madhya Pradesh,792981,782379,10525
12538,18-11-2021,Madhya Pradesh,792986,782384,10525
12539,19-11-2021,Madhya Pradesh,782390,782390,10525
12540,20-11-2021,Madhya Pradesh,792999,782396,10525
12541,22-11-2021,Madhya Pradesh,793027,782416,10526
12542,23-11-2021,Madhya Pradesh,793040,782423,10526
12543,24-11-2021,Madhya Pradesh,793052,782435,10527
12544,25-11-2021,Madhya Pradesh,793074,782443,10527
12545,26-11-2021,Madhya Pradesh,793088,782458,10528
12546,27-11-2021,Madhya Pradesh,793097,782466,10528
12547,28-11-2021,Madhya Pradesh,793120,782480,10528
12548,29-11-2021,Madhya Pradesh,793138,782488,10528
12549,30-11-2021,Madhya Pradesh,793150,782496,10528
12550,01-12-2021,Madhya Pradesh,793170,782523,10528
12551,02-12-2021,Madhya Pradesh,793187,782535,10528
12552,01-01-1970,Maharashtra,6609292,6447038,140170
12553,12-03-2020,Maharashtra,11,0,0
12554,13-03-2020,Maharashtra,11,0,0
12555,14-03-2020,Maharashtra,14,0,0
12556,15-03-2020,Maharashtra,31,0,0
12557,16-03-2020,Maharashtra,32,0,0
12558,17-03-2020,Maharashtra,39,0,1
12559,18-03-2020,Maharashtra,41,0,1
12560,19-03-2020,Maharashtra,45,0,1
12561,20-03-2020,Maharashtra,47,0,1
12562,21-03-2020,Maharashtra,52,0,1
12563,22-03-2020,Maharashtra,67,0,2
12564,23-03-2020,Maharashtra,74,0,2
12565,24-03-2020,Maharashtra,87,0,2
12566,25-03-2020,Maharashtra,89,0,2
12567,26-03-2020,Maharashtra,124,1,3
12568,27-03-2020,Maharashtra,130,15,4
12569,28-03-2020,Maharashtra,180,25,5
12570,29-03-2020,Maharashtra,186,25,6
12571,30-03-2020,Maharashtra,193,25,8
12572,31-03-2020,Maharashtra,216,39,9
12573,01-04-2020,Maharashtra,302,39,9
12574,02-04-2020,Maharashtra,335,42,13
12575,03-04-2020,Maharashtra,335,42,16
12576,04-04-2020,Maharashtra,423,42,19
12577,05-04-2020,Maharashtra,490,42,24
12578,06-04-2020,Maharashtra,690,42,45
12579,07-04-2020,Maharashtra,748,56,45
12580,08-04-2020,Maharashtra,1018,79,64
12581,09-04-2020,Maharashtra,1135,117,72
12582,10-04-2020,Maharashtra,1364,125,97
12583,11-04-2020,Maharashtra,1574,188,110
12584,12-04-2020,Maharashtra,1761,208,127
12585,13-04-2020,Maharashtra,1985,217,149
12586,14-04-2020,Maharashtra,2334,217,160
12587,15-04-2020,Maharashtra,2687,259,178
12588,16-04-2020,Maharashtra,2916,295,187
12589,17-04-2020,Maharashtra,3205,300,194
12590,18-04-2020,Maharashtra,3323,331,201
12591,19-04-2020,Maharashtra,3651,365,211
12592,20-04-2020,Maharashtra,4203,507,223
12593,21-04-2020,Maharashtra,4666,572,232
12594,22-04-2020,Maharashtra,5218,722,251
12595,23-04-2020,Maharashtra,5652,789,269
12596,24-04-2020,Maharashtra,6430,840,283
12597,25-04-2020,Maharashtra,6817,840,301
12598,26-04-2020,Maharashtra,7628,1076,323
12599,27-04-2020,Maharashtra,8068,1076,342
12600,28-04-2020,Maharashtra,8590,1282,369
12601,29-04-2020,Maharashtra,9318,1388,400
12602,30-04-2020,Maharashtra,9915,1593,432
12603,01-05-2020,Maharashtra,10498,1773,459
12604,02-05-2020,Maharashtra,11506,1879,485
12605,03-05-2020,Maharashtra,12296,2000,521
12606,04-05-2020,Maharashtra,12974,2115,548
12607,05-05-2020,Maharashtra,14541,2465,583
12608,06-05-2020,Maharashtra,15525,2819,617
12609,07-05-2020,Maharashtra,16758,3094,651
12610,08-05-2020,Maharashtra,17974,3301,694
12611,09-05-2020,Maharashtra,19063,3470,731
12612,10-05-2020,Maharashtra,20228,3800,779
12613,11-05-2020,Maharashtra,22171,4199,832
12614,12-05-2020,Maharashtra,23401,4786,868
12615,13-05-2020,Maharashtra,24427,5125,921
12616,14-05-2020,Maharashtra,25922,5547,975
12617,15-05-2020,Maharashtra,27524,6059,1019
12618,16-05-2020,Maharashtra,29100,6564,1068
12619,17-05-2020,Maharashtra,30706,7088,1135
12620,18-05-2020,Maharashtra,33053,7688,1198
12621,19-05-2020,Maharashtra,35058,8437,1249
12622,20-05-2020,Maharashtra,37136,9639,1325
12623,21-05-2020,Maharashtra,39297,10318,1390
12624,22-05-2020,Maharashtra,41642,11726,1454
12625,23-05-2020,Maharashtra,44582,12583,1517
12626,24-05-2020,Maharashtra,47190,13404,1577
12627,25-05-2020,Maharashtra,50231,14600,1635
12628,26-05-2020,Maharashtra,52667,15786,1695
12629,27-05-2020,Maharashtra,54758,16954,1792
12630,28-05-2020,Maharashtra,56948,17918,1897
12631,29-05-2020,Maharashtra,59546,18616,1982
12632,30-05-2020,Maharashtra,62228,26997,2098
12633,31-05-2020,Maharashtra,65168,28081,2197
12634,01-06-2020,Maharashtra,67655,29329,2286
12635,02-06-2020,Maharashtra,70013,30108,2362
12636,03-06-2020,Maharashtra,72300,31333,2465
12637,04-06-2020,Maharashtra,74860,32329,2587
12638,05-06-2020,Maharashtra,77793,33681,2710
12639,06-06-2020,Maharashtra,80229,35156,2849
12640,07-06-2020,Maharashtra,82968,37390,2969
12641,08-06-2020,Maharashtra,85975,39314,3060
12642,09-06-2020,Maharashtra,88528,40975,3169
12643,10-06-2020,Maharashtra,90787,42638,3289
12644,11-06-2020,Maharashtra,94041,44517,3438
12645,12-06-2020,Maharashtra,97648,46078,3590
12646,13-06-2020,Maharashtra,101141,47796,3717
12647,14-06-2020,Maharashtra,104568,49346,3830
12648,15-06-2020,Maharashtra,107958,50978,3950
12649,16-06-2020,Maharashtra,110744,56049,4128
12650,17-06-2020,Maharashtra,113445,57851,5537
12651,18-06-2020,Maharashtra,116752,59166,5651
12652,19-06-2020,Maharashtra,120504,60838,5751
12653,20-06-2020,Maharashtra,124331,62773,5893
12654,21-06-2020,Maharashtra,128205,64153,5984
12655,22-06-2020,Maharashtra,132075,65744,6170
12656,23-06-2020,Maharashtra,135796,67706,6283
12657,24-06-2020,Maharashtra,139010,69631,6531
12658,25-06-2020,Maharashtra,142900,73792,6739
12659,26-06-2020,Maharashtra,147741,77453,6931
12660,27-06-2020,Maharashtra,152765,79815,7106
12661,28-06-2020,Maharashtra,159133,84245,7273
12662,29-06-2020,Maharashtra,164626,86575,7429
12663,30-06-2020,Maharashtra,169883,88960,7610
12664,01-07-2020,Maharashtra,174761,90911,7855
12665,02-07-2020,Maharashtra,180298,93154,8053
12666,03-07-2020,Maharashtra,186626,101172,8178
12667,04-07-2020,Maharashtra,192990,104687,8376
12668,05-07-2020,Maharashtra,200064,108082,8671
12669,06-07-2020,Maharashtra,206619,111740,8822
12670,07-07-2020,Maharashtra,211987,115262,9026
12671,08-07-2020,Maharashtra,217121,118558,9250
12672,09-07-2020,Maharashtra,223724,123192,9448
12673,10-07-2020,Maharashtra,230599,127259,9667
12674,11-07-2020,Maharashtra,238461,132625,9893
12675,12-07-2020,Maharashtra,246600,136985,10116
12676,13-07-2020,Maharashtra,254427,140325,10289
12677,14-07-2020,Maharashtra,260924,144507,10482
12678,15-07-2020,Maharashtra,267665,149007,10695
12679,16-07-2020,Maharashtra,275640,152613,10928
12680,17-07-2020,Maharashtra,284281,158140,11194
12681,18-07-2020,Maharashtra,292589,160357,11452
12682,19-07-2020,Maharashtra,300937,165663,11596
12683,20-07-2020,Maharashtra,310455,169569,11854
12684,21-07-2020,Maharashtra,318695,175029,12030
12685,22-07-2020,Maharashtra,327031,182217,12276
12686,23-07-2020,Maharashtra,337607,187769,12556
12687,24-07-2020,Maharashtra,347502,194253,12854
12688,25-07-2020,Maharashtra,357117,199967,13132
12689,26-07-2020,Maharashtra,366368,207194,13389
12690,27-07-2020,Maharashtra,375799,213238,13656
12691,28-07-2020,Maharashtra,383723,221944,13883
12692,29-07-2020,Maharashtra,391440,232277,14165
12693,30-07-2020,Maharashtra,400651,239755,14463
12694,31-07-2020,Maharashtra,411798,248615,14729
12695,01-08-2020,Maharashtra,422118,256158,14994
12696,02-08-2020,Maharashtra,431719,266883,15316
12697,03-08-2020,Maharashtra,441228,276809,15576
12698,04-08-2020,Maharashtra,450196,287030,15842
12699,05-08-2020,Maharashtra,457956,299356,16142
12700,06-08-2020,Maharashtra,468265,305521,16476
12701,07-08-2020,Maharashtra,479779,316375,16792
12702,08-08-2020,Maharashtra,490262,327281,17092
12703,09-08-2020,Maharashtra,503084,338362,17367
12704,10-08-2020,Maharashtra,515332,351710,17757
